sample	samples	cg02855142	cg06587969	cg05479194	cg18311066	cg21050342	cg02045224	cg15206330	cg13169780	cg02166782	cg17461511	cg26539663	cg12373934	cg25896754	cg14351634	cg16203911	cg00807143	cg05348746	cg04009932	cg02690969	cg22175811	cg08119584	cg02842899	cg07991600	cg25053252	cg06317056	cg06365412	cg13468400	cg12041075	cg18198734	cg02087342	cg10792831	cg16397722	cg22949073
TCGA-S9-A7J2-01	TCGA-S9-A7J2-01	0.0231	0.02788	0.0265	0.02018	0.04044	0.01915	0.04133	0.04341	0.05836	0.01851	0.06886	0.04799	0.01892	0.01526	0.02557	0.04855	0.02902	0.0319	0.02353	0.02316	0.03221	0.02872	0.02273	0.01728	0.02974	0.8331	0.8037	0.8246	0.7218	0.2352	0.91	0.9414	0.9252
TCGA-B0-5108-11	TCGA-B0-5108-11	0.0231	0.02485	0.0394	0.02045	0.02418	0.05256	0.0256	0.0276	0.03856	0.01842	0.1185	0.04024	0.0239	0.01741	0.02518	0.09454	0.03397	0.04319	0.03364	0.1183	0.05673	0.02506	0.07297	0.02379	0.03341	0.878	0.877	0.8137	0.8605	0.855	0.9432	0.9568	0.8755
TCGA-VS-A9V0-01	TCGA-VS-A9V0-01	0.0231	0.02461	0.03887	0.02099	0.02589	0.01352	0.03146	0.06353	0.04339	0.03018	0.04205	0.0465	0.02382	0.02028	0.02695	0.05572	0.02717	0.03141	0.02255	0.02039	0.02661	0.02462	0.02361	0.02101	0.04274	0.869	0.8512	0.8001	0.8715	0.905	0.9394	0.9211	0.7732
TCGA-D9-A6EG-06	TCGA-D9-A6EG-06	0.0231	0.02378	0.03174	0.0261	0.02139	0.02462	0.04379	0.2665	0.05344	0.01961	0.1051	0.04032	0.03144	0.01869	0.02437	0.0566	0.03068	0.03968	0.02349	0.02377	0.02951	0.02215	0.02058	0.01587	0.02562	0.871	0.8667	0.844	0.6881	0.8838	0.9515	0.9265	0.79
TCGA-B5-A11X-01	TCGA-B5-A11X-01	0.02309	0.03352	0.02949	0.02685	0.01707	0.04014	0.02605	0.03967	0.04468	0.02582	0.09855	0.04336	0.02136	0.01874	0.02809	0.06189	0.02954	0.05702	0.02956	0.06554	0.03684	0.02481	0.1118	0.02004	0.04061	0.8541	0.8396	0.793	0.822	0.6885	0.9231	0.9388	0.8873
TCGA-DE-A4M9-01	TCGA-DE-A4M9-01	0.02309	0.02626	0.02027	0.01733	0.01707	0.01739	0.02302	0.04379	0.03387	0.01885	0.02953	0.04361	0.02239	0.01842	0.03043	0.04457	0.02549	0.02488	0.02818	0.02872	0.01737	0.02181	0.02293	0.02134	0.02701	0.8285	0.86	0.8199	0.8818	0.8549	0.9184	0.941	0.8576
TCGA-A5-A0VO-01	TCGA-A5-A0VO-01	0.02309	0.02608	0.03977	0.01704	0.01713	0.0207	0.02477	0.03443	0.03756	0.02089	0.09532	0.03586	0.02634	0.01358	0.02071	0.06164	0.02282	0.03495	0.01987	0.02251	0.02255	0.02635	0.03614	0.02344	0.03173	0.8388	0.8234	0.7906	0.8487	0.8944	0.9436	0.9428	0.7597
TCGA-AO-A0JM-01	TCGA-AO-A0JM-01	0.02308	0.03222	0.0555	0.01921	0.0191	0.05258	0.02899	0.1155	0.03955	0.03587	0.1049	0.05135	0.02126	0.02146	0.03258	0.07502	0.0329	0.04466	0.02902	0.05919	0.0474	0.05578	0.02386	0.0195	0.06108	0.887	0.8924	0.9071	0.8675	0.8322	0.9586	0.9568	0.8067
TCGA-B0-4818-01	TCGA-B0-4818-01	0.02308	0.03201	0.0444	0.01899	0.02084	0.0305	0.03513	0.03658	0.04248	0.01898	0.08227	0.04155	0.02751	0.01261	0.02173	0.07182	0.02376	0.03826	0.01771	0.02829	0.03615	0.02448	0.02687	0.01712	0.02451	0.8788	0.8603	0.8292	0.8149	0.8251	0.9526	0.9513	0.9065
TCGA-AC-A62Y-01	TCGA-AC-A62Y-01	0.02308	0.02964	0.02468	0.0241	0.02521	0.02198	0.03788	0.03287	0.04404	0.02673	0.1022	0.04395	0.02347	0.02326	0.02894	0.05208	0.0275	0.0396	0.02703	0.0267	0.02957	0.02695	0.01952	0.02062	0.03444	0.8721	0.8681	0.8251	0.8545	0.7349	0.9402	0.9336	0.9012
TCGA-XE-AANI-01	TCGA-XE-AANI-01	0.02308	0.02668	0.02294	0.01916	0.01983	0.01983	0.03562	0.03302	0.03571	0.02159	0.0809	0.03276	0.01522	0.01743	0.01988	0.1031	0.02152	0.03514	0.0197	0.06096	0.03826	0.02665	0.06976	0.01815	0.02504	0.7702	0.7594	0.6567	0.7017	0.7844	0.8628	0.9352	0.8457
TCGA-BT-A42C-01	TCGA-BT-A42C-01	0.02307	0.03192	0.03135	0.02369	0.02116	0.02541	0.03498	0.05454	0.06638	0.02097	0.06302	0.04418	0.03107	0.01525	0.02372	0.06023	0.02738	0.03573	0.02138	0.02468	0.02375	0.02463	0.01798	0.01584	0.03544	0.8712	0.7984	0.7836	0.8562	0.7798	0.9496	0.9535	0.3866
TCGA-D3-A51J-06	TCGA-D3-A51J-06	0.02307	0.02488	0.02392	0.01635	0.02139	0.02463	0.04001	0.03005	0.03628	0.01816	0.08994	0.03363	0.01843	0.01523	0.02535	0.04898	0.01813	0.0288	0.01975	0.04036	0.06429	0.02197	0.02814	0.01917	0.02467	0.8453	0.6273	0.4804	0.4748	0.5025	0.8542	0.9181	0.8957
TCGA-BR-8289-01	TCGA-BR-8289-01	0.02307	0.02197	0.02681	0.02133	0.0229	0.03432	0.02271	0.0772	0.04155	0.0318	0.06227	0.04468	0.02942	0.02522	0.03418	0.05463	0.03424	0.04254	0.03061	0.02578	0.02326	0.02941	0.01908	0.02435	0.04593	0.909	0.9131	0.8736	0.8786	0.8933	0.9249	0.9458	0.7819
TCGA-DU-A5TR-01	TCGA-DU-A5TR-01	0.02306	0.03395	0.02676	0.02045	0.03318	0.02405	0.03535	0.03966	0.05015	0.01988	0.08604	0.0339	0.02673	0.01981	0.02517	0.06216	0.02707	0.04077	0.02653	0.02534	0.03314	0.0242	0.03124	0.02594	0.02694	0.8401	0.8017	0.83	0.6773	0.7233	0.9313	0.9435	0.9202
TCGA-AB-2846-03	TCGA-AB-2846-03	0.02306	0.02728	0.02001	0.02059	0.02984	0.02622	0.04251	0.03944	0.05356	0.01958	0.1146	0.02657	0.02455	0.01522	0.02218	0.05181	0.02753	0.04615	0.01706	0.02094	0.02638	0.01977	0.01666	0.022	0.02765	0.884	0.8759	0.8438	0.8963	0.918	0.9593	0.9526	0.9408
TCGA-BH-A1F6-01	TCGA-BH-A1F6-01	0.02306	0.02458	0.03706	0.01292	0.0203	0.01758	0.03389	0.03677	0.04161	0.01806	0.09228	0.03827	0.01897	0.01211	0.02418	0.06108	0.02221	0.03674	0.02009	0.06085	0.04175	0.03452	0.03844	0.02475	0.03654	0.8776	0.8506	0.749	0.8658	0.8209	0.9592	0.9454	0.798
TCGA-G2-AA3D-01	TCGA-G2-AA3D-01	0.02306	0.02336	0.01551	0.02334	0.02116	0.01662	0.03235	0.03566	0.03294	0.0243	0.0385	0.04505	0.02162	0.02268	0.01953	0.04893	0.02494	0.02667	0.02336	0.02531	0.09459	0.07813	0.02571	0.02122	0.03762	0.8671	0.8622	0.4661	0.8529	0.7701	0.9415	0.9341	0.5061
TCGA-DB-A4X9-01	TCGA-DB-A4X9-01	0.02305	0.03301	0.02389	0.01439	0.02793	0.01428	0.03069	0.04335	0.06349	0.01678	0.05699	0.05084	0.02035	0.01492	0.02267	0.07189	0.02907	0.03882	0.02331	0.03824	0.03767	0.02827	0.03498	0.02361	0.02379	0.872	0.8925	0.8468	0.7117	0.9337	0.9574	0.9561	0.3822
TCGA-IN-A6RS-01	TCGA-IN-A6RS-01	0.02304	0.02935	0.02623	0.02624	0.02381	0.05343	0.05517	0.05286	0.04485	0.0312	0.08694	0.05595	0.02358	0.02643	0.02903	0.03172	0.0341	0.0364	0.03239	0.05348	0.03241	0.03258	0.02479	0.02442	0.04911	0.8787	0.867	0.8805	0.9137	0.8684	0.9002	0.9157	0.7725
TCGA-EB-A41B-01	TCGA-EB-A41B-01	0.02304	0.02605	0.03974	0.0234	0.03507	0.03246	0.0445	0.04484	0.05151	0.02944	0.1052	0.04364	0.03155	0.02199	0.03191	0.04965	0.0347	0.04066	0.03212	0.08362	0.02798	0.03558	0.01988	0.02358	0.03617	0.9247	0.8769	0.6713	0.737	0.9034	0.9562	0.94	0.8974
TCGA-BR-8369-01	TCGA-BR-8369-01	0.02304	0.02467	0.0214	0.02408	0.02354	0.02874	0.02719	0.05176	0.03532	0.02858	0.08091	0.04561	0.01892	0.02137	0.02637	0.05263	0.02908	0.03124	0.02427	0.02265	0.02874	0.02331	0.01601	0.02036	0.04503	0.8704	0.8586	0.8407	0.8408	0.8103	0.9488	0.9484	0.8615
TCGA-AY-5543-01	TCGA-AY-5543-01	0.02303	0.03784	0.03486	0.02445	0.02968	0.02098	0.03486	0.05637	0.07935	0.02513	0.0819	0.04359	0.02816	0.02171	0.02588	0.07762	0.02982	0.04555	0.01641	0.05991	0.04472	0.02876	0.03578	0.01734	0.0401	0.9203	0.8774	0.8686	0.8956	0.8506	0.9541	0.9045	0.6741
TCGA-DJ-A13X-01	TCGA-DJ-A13X-01	0.02303	0.03268	0.02513	0.02241	0.028	0.02136	0.0381	0.03628	0.04981	0.02072	0.09463	0.03816	0.02373	0.01653	0.02437	0.06447	0.02599	0.04245	0.02187	0.05268	0.03353	0.03199	0.03173	0.02448	0.02904	0.8742	0.8582	0.8726	0.9149	0.9145	0.9509	0.9404	0.9178
TCGA-OR-A5LP-01	TCGA-OR-A5LP-01	0.02303	0.02893	0.02166	0.01974	0.01931	0.02127	0.03135	0.03554	0.0387	0.0242	0.06103	0.04708	0.02426	0.01848	0.02486	0.04677	0.02916	0.02884	0.02785	0.0276	0.02365	0.02832	0.02036	0.02567	0.04481	0.8798	0.8095	0.8107	0.8373	0.9129	0.935	0.9371	0.5228
TCGA-DK-A6AV-01	TCGA-DK-A6AV-01	0.02303	0.02058	0.01895	0.01844	0.01605	0.01351	0.02937	0.06946	0.03346	0.02227	0.07471	0.02536	0.01631	0.01612	0.02393	0.02776	0.02043	0.02789	0.01964	0.02521	0.03033	0.01845	0.01477	0.01433	0.03196	0.8923	0.8245	0.8511	0.8253	0.6854	0.8966	0.929	0.6432
TCGA-FW-A3R5-11	TCGA-FW-A3R5-11	0.02302	0.03051	0.03891	0.02736	0.03149	0.04835	0.05155	0.05458	0.04573	0.02255	0.1446	0.03523	0.02762	0.01903	0.02556	0.05379	0.03894	0.03415	0.02823	0.02491	0.0403	0.02964	0.01683	0.01973	0.03215	0.8817	0.7286	0.6983	0.7547	0.6552	0.9187	0.9313	0.6099
TCGA-AP-A0LM-01	TCGA-AP-A0LM-01	0.02302	0.02562	0.01897	0.02441	0.02418	0.03833	0.03113	0.03938	0.04568	0.03051	0.117	0.05885	0.02088	0.02007	0.02307	0.05477	0.02874	0.04031	0.02598	0.05743	0.03526	0.02732	0.04714	0.02622	0.05633	0.8438	0.9147	0.8365	0.8298	0.8969	0.9405	0.9273	0.8463
TCGA-HV-A5A6-01	TCGA-HV-A5A6-01	0.02302	0.02503	0.02231	0.01951	0.02509	0.01549	0.02824	0.03667	0.04618	0.03111	0.0713	0.05093	0.01839	0.02267	0.03329	0.05976	0.0306	0.04139	0.03249	0.08029	0.05546	0.03088	0.02515	0.02334	0.03873	0.8668	0.8506	0.8256	0.8482	0.8767	0.9442	0.9294	0.8736
TCGA-ZB-A96H-01	TCGA-ZB-A96H-01	0.02301	0.03964	0.03812	0.01953	0.02606	0.03376	0.03166	0.03703	0.04131	0.01827	0.08254	0.03314	0.02231	0.01846	0.02317	0.07627	0.02459	0.03086	0.01653	0.05332	0.04047	0.01976	0.0449	0.01894	0.02362	0.8541	0.8033	0.7983	0.8222	0.6583	0.948	0.9437	0.1852
TCGA-BP-5195-01	TCGA-BP-5195-01	0.02301	0.03474	0.03062	0.01467	0.0306	0.02108	0.03537	0.05	0.05235	0.01866	0.04976	0.03169	0.02452	0.01262	0.02232	0.0907	0.02598	0.0349	0.01978	0.03293	0.02804	0.01985	0.02622	0.02005	0.02515	0.8724	0.8575	0.8191	0.8481	0.7385	0.937	0.9543	0.8915
TCGA-BT-A42F-01	TCGA-BT-A42F-01	0.02301	0.02794	0.03408	0.03072	0.02588	0.04271	0.02846	0.03122	0.04526	0.02622	0.1469	0.04127	0.02309	0.01974	0.02804	0.05342	0.02636	0.03107	0.02511	0.02529	0.02433	0.02706	0.02175	0.02508	0.03447	0.8551	0.8116	0.7368	0.826	0.7496	0.9518	0.9269	0.823
TCGA-MR-A520-01	TCGA-MR-A520-01	0.023	0.0361	0.02605	0.01624	0.02389	0.01983	0.03701	0.03822	0.03829	0.01832	0.06474	0.04349	0.02338	0.01333	0.02264	0.05874	0.02723	0.04446	0.02489	0.03409	0.04671	0.02976	0.02896	0.02458	0.02313	0.8576	0.8317	0.8306	0.8558	0.912	0.9468	0.9454	0.926
TCGA-B0-5107-01	TCGA-B0-5107-01	0.023	0.03157	0.04018	0.01869	0.02496	0.0573	0.02943	0.03811	0.04	0.01939	0.1259	0.05008	0.02866	0.01719	0.02845	0.08349	0.02988	0.05291	0.02305	0.08222	0.0452	0.02904	0.05631	0.02009	0.02616	0.8772	0.8786	0.8863	0.9401	0.9356	0.961	0.9487	0.932
TCGA-CH-5746-01	TCGA-CH-5746-01	0.023	0.02992	0.0395	0.01698	0.02161	0.0275	0.02836	0.02801	0.05174	0.01646	0.07398	0.03634	0.02092	0.01132	0.01985	0.07818	0.02435	0.03191	0.02011	0.03774	0.03668	0.02512	0.03306	0.02089	0.02092	0.8895	0.7982	0.7874	0.8182	0.712	0.9495	0.9513	0.6382
TCGA-PL-A8LV-01	TCGA-PL-A8LV-01	0.023	0.0295	0.03052	0.01803	0.0172	0.01859	0.05037	0.07345	0.04914	0.02425	0.07631	0.03611	0.02544	0.01495	0.02242	0.05003	0.02263	0.02583	0.01901	0.03654	0.02729	0.02064	0.01716	0.01706	0.03229	0.8587	0.8336	0.694	0.7587	0.7542	0.9235	0.9579	0.7163
TCGA-B0-4824-01	TCGA-B0-4824-01	0.023	0.02827	0.0276	0.02604	0.02352	0.05482	0.02654	0.04231	0.03731	0.0319	0.126	0.05951	0.02166	0.01846	0.02611	0.0767	0.02857	0.03964	0.02866	0.02791	0.02661	0.03439	0.02843	0.02405	0.03664	0.8442	0.7703	0.8375	0.8765	0.9048	0.9407	0.9435	0.6903
TCGA-BW-A5NO-01	TCGA-BW-A5NO-01	0.023	0.02744	0.02527	0.02621	0.02269	0.0182	0.03868	0.03447	0.04808	0.03087	0.07976	0.04798	0.01888	0.02436	0.02801	0.03688	0.02559	0.03268	0.02174	0.02962	0.03188	0.02393	0.01746	0.02461	0.04546	0.8803	0.8447	0.7943	0.8756	0.6465	0.893	0.9398	0.8493
TCGA-PT-A8TR-01	TCGA-PT-A8TR-01	0.023	0.02658	0.01525	0.01284	0.01801	0.008461	0.03066	0.188	0.03777	0.01767	0.02444	0.03343	0.01483	0.01674	0.02764	0.04715	0.02625	0.02825	0.01884	0.0246	0.0266	0.0178	0.0201	0.01768	0.03154	0.8482	0.9252	0.8902	0.8272	0.4384	0.9425	0.9313	0.6502
TCGA-4Z-AA7W-01	TCGA-4Z-AA7W-01	0.023	0.02572	0.02252	0.01982	0.0222	0.01713	0.02906	0.02997	0.0432	0.01968	0.06023	0.02979	0.02353	0.01866	0.01898	0.05116	0.02826	0.03707	0.02072	0.02312	0.02426	0.02205	0.01879	0.0209	0.02965	0.8525	0.8628	0.8327	0.904	0.9056	0.9349	0.9374	0.8686
TCGA-22-4599-01	TCGA-22-4599-01	0.023	0.02558	0.02656	0.02133	0.02067	0.008775	0.0257	0.09083	0.0357	0.01953	0.05113	0.03713	0.02526	0.01452	0.02116	0.0783	0.02434	0.038	0.02181	0.02417	0.02409	0.03244	0.02396	0.01757	0.03293	0.8622	0.8616	0.8437	0.8619	0.7858	0.9447	0.9384	0.7344
TCGA-EI-6512-01	TCGA-EI-6512-01	0.023	0.02356	0.05151	0.02261	0.01661	0.0163	0.02428	0.03232	0.03201	0.03006	0.06296	0.03513	0.02129	0.016	0.02458	0.06801	0.02212	0.03907	0.02358	0.03538	0.02219	0.02191	0.01985	0.02288	0.04532	0.8675	0.8783	0.8093	0.8868	0.9195	0.9418	0.9494	0.8611
TCGA-DG-A2KM-01	TCGA-DG-A2KM-01	0.02299	0.03505	0.04341	0.02308	0.02956	0.03213	0.02969	0.05763	0.04955	0.0207	0.07251	0.03958	0.02486	0.01971	0.02666	0.05667	0.03118	0.03727	0.02322	0.04658	0.04709	0.023	0.02975	0.01986	0.02835	0.8764	0.8401	0.8166	0.8575	0.9055	0.9466	0.9499	0.7427
TCGA-MQ-A6BN-01	TCGA-MQ-A6BN-01	0.02299	0.02926	0.03042	0.02338	0.02972	0.0325	0.05301	0.0384	0.0518	0.0204	0.1041	0.04615	0.02475	0.02015	0.02623	0.04857	0.03045	0.03475	0.02344	0.0337	0.03714	0.03211	0.0328	0.03265	0.03258	0.8354	0.8487	0.805	0.781	0.8169	0.9052	0.9306	0.8894
TCGA-BH-A28O-01	TCGA-BH-A28O-01	0.02299	0.02561	0.02249	0.01896	0.03202	0.05846	0.04726	0.03483	0.04039	0.01817	0.09161	0.03266	0.02019	0.01945	0.02616	0.0472	0.03056	0.03946	0.02122	0.0255	0.02698	0.02397	0.02247	0.02309	0.02543	0.8651	0.7356	0.598	0.6954	0.6558	0.9182	0.9469	0.7524
TCGA-B5-A11M-01	TCGA-B5-A11M-01	0.02299	0.02111	0.01797	0.01868	0.01895	0.03767	0.02867	0.04066	0.04034	0.02997	0.09348	0.03988	0.02063	0.02001	0.02484	0.03308	0.02569	0.03278	0.0373	0.199	0.04996	0.03108	0.2066	0.02226	0.05139	0.8141	0.8423	0.7233	0.7268	0.7613	0.92	0.9274	0.6853
TCGA-D8-A27M-01	TCGA-D8-A27M-01	0.02298	0.03032	0.02222	0.01916	0.03208	0.01728	0.03341	0.04052	0.05077	0.02619	0.07609	0.05462	0.02832	0.01601	0.02529	0.08354	0.03032	0.0304	0.02227	0.03491	0.08015	0.02427	0.07682	0.02032	0.03075	0.884	0.8644	0.8665	0.8367	0.7925	0.944	0.9468	0.8087
TCGA-LB-A7SX-01	TCGA-LB-A7SX-01	0.02298	0.02998	0.02628	0.02331	0.01901	0.02138	0.02188	0.06002	0.03544	0.04016	0.07956	0.07076	0.02432	0.02915	0.03476	0.05318	0.03437	0.04369	0.04353	0.09539	0.03017	0.04913	0.0419	0.02936	0.09002	0.8019	0.893	0.7838	0.7624	0.8056	0.9067	0.9113	0.6353
TCGA-X7-A8D7-11	TCGA-X7-A8D7-11	0.02298	0.02723	0.02245	0.02384	0.02621	0.02191	0.04716	0.02843	0.04228	0.02494	0.11	0.03635	0.0229	0.02012	0.02078	0.04832	0.02245	0.03062	0.02008	0.1024	0.03271	0.03141	0.0459	0.02257	0.05092	0.8764	0.8572	0.8361	0.9033	0.9252	0.9249	0.9349	0.8812
TCGA-B9-A8YI-01	TCGA-B9-A8YI-01	0.02297	0.03944	0.02221	0.01939	0.02458	0.02664	0.03534	0.1502	0.04457	0.02319	0.03223	0.04072	0.02809	0.02044	0.02912	0.05124	0.02821	0.03417	0.01986	0.0522	0.02262	0.01998	0.04331	0.01976	0.09171	0.8586	0.8815	0.8481	0.9314	0.9026	0.9491	0.9445	0.7992
TCGA-A7-A0CE-11	TCGA-A7-A0CE-11	0.02297	0.03659	0.05269	0.02516	0.01982	0.02859	0.03643	0.1176	0.04157	0.02395	0.08742	0.05825	0.01983	0.017	0.03043	0.07721	0.03222	0.04465	0.02877	0.02917	0.06231	0.02676	0.01823	0.01862	0.03199	0.908	0.8271	0.6939	0.7646	0.6176	0.9346	0.963	0.7614
TCGA-34-5240-01	TCGA-34-5240-01	0.02297	0.03192	0.02767	0.0147	0.02307	0.01545	0.02837	0.04437	0.03602	0.01886	0.04031	0.03944	0.02865	0.0139	0.02653	0.06279	0.02572	0.03679	0.02408	0.02754	0.02435	0.03388	0.02642	0.0221	0.02869	0.8869	0.8725	0.8518	0.8684	0.8511	0.9633	0.9427	0.6481
TCGA-EJ-A7NK-01	TCGA-EJ-A7NK-01	0.02297	0.03135	0.02109	0.01804	0.02822	0.02083	0.05238	0.04827	0.03746	0.01791	0.05837	0.03679	0.02362	0.01962	0.03404	0.06049	0.02499	0.03918	0.02662	0.0417	0.03377	0.02225	0.0228	0.02276	0.03022	0.886	0.8651	0.7988	0.7963	0.7627	0.9403	0.9218	0.4938
TCGA-4V-A9QX-01	TCGA-4V-A9QX-01	0.02297	0.02805	0.03978	0.02631	0.02384	0.0257	0.04846	0.03312	0.03725	0.02192	0.1017	0.04124	0.02062	0.01878	0.02476	0.04309	0.02922	0.03377	0.02398	0.02847	0.03421	0.02339	0.02359	0.02404	0.04377	0.8461	0.9042	0.8575	0.9472	0.9196	0.9455	0.9352	0.874
TCGA-AF-A56L-01	TCGA-AF-A56L-01	0.02296	0.04177	0.03209	0.02028	0.02835	0.02681	0.03791	0.06737	0.04643	0.02493	0.1126	0.04488	0.02994	0.01858	0.02373	0.05855	0.02492	0.0509	0.02337	0.04228	0.03365	0.02184	0.02282	0.02065	0.0312	0.8822	0.8331	0.8353	0.8472	0.8196	0.922	0.9363	0.8442
TCGA-85-8071-01	TCGA-85-8071-01	0.02296	0.03841	0.04953	0.0217	0.02644	0.04883	0.03165	0.03181	0.04081	0.02107	0.1073	0.04591	0.02428	0.01622	0.02842	0.06977	0.0401	0.08297	0.01679	0.07819	0.02987	0.02341	0.02602	0.01586	0.03177	0.8694	0.8292	0.3267	0.9116	0.8591	0.9482	0.9279	0.5094
TCGA-VM-A8C8-01	TCGA-VM-A8C8-01	0.02296	0.03729	0.02034	0.01857	0.03486	0.01895	0.05486	0.04589	0.04519	0.02134	0.04214	0.04944	0.02414	0.01628	0.02097	0.05135	0.02651	0.03193	0.02114	0.04472	0.02341	0.01977	0.03141	0.01818	0.02473	0.8114	0.7839	0.8342	0.7049	0.7708	0.9379	0.9392	0.6507
TCGA-EL-A3GV-01	TCGA-EL-A3GV-01	0.02296	0.03203	0.03777	0.02236	0.02386	0.03651	0.03301	0.03745	0.04461	0.02343	0.1155	0.03266	0.02696	0.01813	0.02286	0.09823	0.02689	0.02988	0.02725	0.02822	0.03096	0.02399	0.02683	0.02206	0.02837	0.8388	0.8442	0.8091	0.9098	0.911	0.9431	0.9373	0.8561
TCGA-V4-A9EO-01	TCGA-V4-A9EO-01	0.02296	0.02878	0.02515	0.02141	0.02948	0.02496	0.04569	0.02743	0.04627	0.01995	0.0667	0.03408	0.02363	0.01865	0.02043	0.08729	0.03069	0.02827	0.02166	0.03622	0.04169	0.02035	0.02448	0.02091	0.03528	0.8571	0.8157	0.5004	0.4688	0.5978	0.9314	0.943	0.8831
TCGA-ZF-AA4T-01	TCGA-ZF-AA4T-01	0.02296	0.02838	0.04207	0.0219	0.02103	0.01323	0.03114	0.04843	0.04403	0.02189	0.05017	0.04774	0.02101	0.01846	0.02771	0.05546	0.03008	0.04881	0.02396	0.04966	0.03248	0.03135	0.03227	0.02171	0.02789	0.8413	0.8489	0.8407	0.8624	0.8564	0.9161	0.9418	0.6835
TCGA-V1-A9Z8-01	TCGA-V1-A9Z8-01	0.02296	0.02387	0.01598	0.01574	0.02613	0.0152	0.03499	0.07855	0.03681	0.02769	0.03979	0.03183	0.01798	0.01817	0.02226	0.03756	0.02991	0.02837	0.0251	0.05448	0.01903	0.02185	0.02117	0.02426	0.04978	0.8201	0.8049	0.7613	0.6769	0.7466	0.9174	0.8924	0.6711
TCGA-JY-A6FH-01	TCGA-JY-A6FH-01	0.02295	0.03987	0.02271	0.02175	0.02986	0.02788	0.03749	0.04584	0.03652	0.03642	0.08071	0.05683	0.01862	0.02038	0.02806	0.0754	0.03028	0.04375	0.03066	0.03747	0.03421	0.03703	0.01927	0.02064	0.03681	0.6557	0.7726	0.5539	0.7477	0.4498	0.8835	0.9501	0.6774
TCGA-B0-5402-11	TCGA-B0-5402-11	0.02295	0.0255	0.02521	0.02268	0.02404	0.02383	0.03122	0.03742	0.05282	0.01926	0.1138	0.04143	0.02674	0.01284	0.01875	0.05963	0.01829	0.04749	0.01894	0.03672	0.0308	0.01929	0.06217	0.01938	0.02237	0.8701	0.835	0.8462	0.8469	0.8047	0.9493	0.9537	0.8547
TCGA-V5-A7RB-01	TCGA-V5-A7RB-01	0.02294	0.03957	0.04048	0.02814	0.03558	0.02442	0.03713	0.03606	0.05357	0.02836	0.1275	0.04846	0.02655	0.0178	0.02874	0.04128	0.02706	0.04454	0.02005	0.05693	0.04833	0.0257	0.02809	0.0226	0.02867	0.8745	0.8333	0.8613	0.8894	0.8447	0.9515	0.9397	0.7168
TCGA-VS-A8EC-01	TCGA-VS-A8EC-01	0.02294	0.037	0.02156	0.0229	0.02497	0.01635	0.03944	0.0543	0.05813	0.02442	0.05234	0.04589	0.0339	0.02296	0.02737	0.03539	0.03459	0.04476	0.02509	0.03299	0.02912	0.02686	0.0234	0.02337	0.0344	0.7898	0.8117	0.8512	0.8637	0.8113	0.9211	0.9161	0.4011
TCGA-S9-A7QY-01	TCGA-S9-A7QY-01	0.02294	0.03417	0.03379	0.02134	0.02618	0.01374	0.02929	0.03917	0.05817	0.01971	0.02985	0.04571	0.02561	0.01658	0.0233	0.03953	0.02813	0.0352	0.02305	0.02295	0.02552	0.02523	0.02294	0.01775	0.02237	0.8389	0.754	0.7864	0.5812	0.8897	0.8633	0.9437	0.8969
TCGA-22-5480-01	TCGA-22-5480-01	0.02294	0.02361	0.02335	0.02467	0.02058	0.01628	0.02473	0.03505	0.03982	0.0234	0.1108	0.04096	0.01853	0.01673	0.02931	0.06106	0.02504	0.04242	0.02412	0.03342	0.03451	0.02702	0.02669	0.02142	0.0295	0.8894	0.8231	0.851	0.7638	0.7016	0.9418	0.9191	0.7546
TCGA-J8-A4HW-06	TCGA-J8-A4HW-06	0.02294	0.02301	0.03864	0.01898	0.026	0.0164	0.02893	0.05767	0.03726	0.02111	0.04192	0.03213	0.01778	0.01666	0.02541	0.04867	0.02751	0.03997	0.02638	0.04357	0.02866	0.03295	0.02425	0.02154	0.03676	0.8468	0.8574	0.8334	0.8391	0.8943	0.9444	0.9422	0.8315
TCGA-EM-A22Q-01	TCGA-EM-A22Q-01	0.02294	0.02018	0.03176	0.01455	0.01933	0.01717	0.02769	0.03014	0.03956	0.01908	0.05125	0.03776	0.0219	0.01632	0.02024	0.05624	0.02058	0.02692	0.01961	0.02985	0.03137	0.01717	0.05043	0.01917	0.02795	0.8594	0.8455	0.8454	0.8632	0.9132	0.9542	0.9441	0.9063
TCGA-EL-A4KG-01	TCGA-EL-A4KG-01	0.02293	0.03405	0.02229	0.01948	0.02203	0.01875	0.0332	0.03759	0.03828	0.01848	0.0735	0.04065	0.0251	0.01998	0.02378	0.06495	0.02288	0.02881	0.02088	0.05945	0.02366	0.02475	0.0319	0.01694	0.02284	0.8609	0.8401	0.8749	0.8836	0.9157	0.9301	0.953	0.8861
TCGA-GL-A9DC-01	TCGA-GL-A9DC-01	0.02293	0.02955	0.02043	0.01643	0.02031	0.01037	0.03585	0.1615	0.04835	0.03193	0.01637	0.04637	0.02229	0.01352	0.02044	0.06342	0.03112	0.02714	0.01552	0.05098	0.02951	0.01659	0.01305	0.01639	0.03177	0.8227	0.8638	0.7964	0.8983	0.942	0.9395	0.9424	0.8866
