sample	samples	chr17:7590695-7590863:-	chr17:7580643-7580745:-	chr17:7579700-7579940:-	chr17:7579312-7579590:-	chr17:7578371-7578811:-	chr17:7577499-7577608:-	chr17:7577019-7577155:-	chr17:7576853-7576926:-	chr17:7576525-7576657:-	chr17:7573927-7574033:-	chr17:7571720-7573008:-	chr17:7565097-7565332:-
TCGA-KK-A7AQ-01	TCGA-KK-A7AQ-01	1.99	0	1.524	2.738	1.878	3.156	3.405	4.004	0.4622	3.944	5.02	0
TCGA-94-7033-01	TCGA-94-7033-01	1.988	0.0873	1.843	3.147	2.441	3.828	4.095	4.354	0.1953	4.29	5.594	0
TCGA-22-4593-01	TCGA-22-4593-01	1.988	0	2.012	2.589	1.715	3.084	3.118	3.443	0.0446	3.201	2.964	0
TCGA-OR-A5JR-01	TCGA-OR-A5JR-01	1.988	0	1.725	2.52	1.684	2.764	2.835	3.292	0	3.157	3.155	0
TCGA-BA-5557-01	TCGA-BA-5557-01	1.986	0	1.935	2.636	1.714	2.495	2.408	2.769	0	2.683	2.451	0
TCGA-CM-4743-01	TCGA-CM-4743-01	1.985	0	1.698	2.792	1.952	3.322	3.716	4.167	0.6906	3.98	4.822	0.0611
TCGA-CC-A7IH-01	TCGA-CC-A7IH-01	1.984	0	2.024	2.729	1.828	2.937	3.435	3.765	0.2018	3.502	3.638	0
TCGA-DD-AADY-01	TCGA-DD-AADY-01	1.984	0	1.905	2.779	2.05	2.499	3.003	3.158	0.1294	2.957	2.728	0
TCGA-DX-AB37-01	TCGA-DX-AB37-01	1.984	0	1.368	2.15	1.733	2.965	3.444	3.927	0.2601	3.744	5.179	0
TCGA-BP-4341-01	TCGA-BP-4341-01	1.983	0.4726	1.846	2.718	1.816	3.457	3.388	3.592	0.5363	3.133	4.306	0.1171
TCGA-CR-7372-01	TCGA-CR-7372-01	1.983	0.0891	2.037	2.382	1.611	2.545	2.604	3.033	0.2599	3.032	2.595	0
TCGA-24-1436-01	TCGA-24-1436-01	1.982	0.6784	2.04	2.884	2.037	3.353	3.501	3.747	2.537	3.33	3.209	0.1208
TCGA-39-5040-11	TCGA-39-5040-11	1.982	0.3773	1.996	2.821	1.766	3.019	3.205	3.532	0.1277	3.534	3.353	0
TCGA-E2-A1LS-11	TCGA-E2-A1LS-11	1.982	0.1387	2.022	2.803	1.905	3.248	3.416	3.74	0.0553	3.57	3.475	0
TCGA-DD-A11C-01	TCGA-DD-A11C-01	1.982	0	2.129	3.183	2.191	3.595	3.885	4.122	0	3.679	3.449	0
TCGA-H9-A6BY-01	TCGA-H9-A6BY-01	1.982	0	2.016	2.783	2.088	3.444	4.055	4.401	0.1429	4.41	5.236	0
TCGA-4K-AAAL-01	TCGA-4K-AAAL-01	1.981	0.1868	2.293	2.913	2.186	3.761	4.006	4.353	0.5142	4.073	4.961	0
TCGA-CN-6010-01	TCGA-CN-6010-01	1.981	0.1627	2.263	3.025	2.235	3.239	3.419	3.591	0.3532	3.413	2.992	0.0371
TCGA-63-5128-01	TCGA-63-5128-01	1.981	0.1021	1.81	2.486	1.651	3	3	2.022	0.4828	2.997	2.451	0
TCGA-A2-A0D1-01	TCGA-A2-A0D1-01	1.981	0	1.996	2.446	1.727	3.138	3.106	3.438	0.4284	3.103	3.581	0.1762
TCGA-GN-A8LK-06	TCGA-GN-A8LK-06	1.981	0	1.812	2.649	2.045	3.091	3.346	3.492	0	3.325	4.301	0
TCGA-DV-5565-01	TCGA-DV-5565-01	1.98	0.1891	2.236	3.329	2.538	3.539	3.829	4.036	0	3.954	4.341	0
TCGA-DU-A5TW-01	TCGA-DU-A5TW-01	1.98	0.1174	2.028	3.094	2.269	3.185	3.58	3.493	1.505	3.246	3.548	0.888
TCGA-G4-6303-01	TCGA-G4-6303-01	1.979	0.1769	2.082	2.826	1.788	2.766	2.948	3.03	0.3248	2.971	2.711	0
TCGA-B8-4619-01	TCGA-B8-4619-01	1.977	0.1789	1.902	3.047	2.125	3.334	3.628	3.621	0	3.388	3.087	0.0808
TCGA-3C-AALI-01	TCGA-3C-AALI-01	1.977	0	2.081	2.422	1.72	2.864	2.954	3.174	0.4499	2.899	3.186	0
TCGA-EM-A2CU-01	TCGA-EM-A2CU-01	1.976	0.0813	2.184	3.198	2.313	3.437	3.728	3.964	0	3.737	4.426	0
TCGA-BP-4790-01	TCGA-BP-4790-01	1.975	0.2179	2.686	4.203	3.436	4.796	4.802	4.881	0.7059	4.689	4.741	0.1463
TCGA-WE-A8ZN-06	TCGA-WE-A8ZN-06	1.975	0	2.26	3.055	2.128	3.218	3.567	3.937	0.2859	3.824	5.477	0
TCGA-A3-3380-01	TCGA-A3-3380-01	1.974	0.5009	2.619	3.817	2.602	4.073	4.286	4.516	0.3511	4.343	4.526	0
TCGA-D8-A13Y-01	TCGA-D8-A13Y-01	1.974	0.1029	2.068	3.116	1.912	3.409	3.431	3.728	0.6532	3.455	3.454	0
TCGA-60-2720-01	TCGA-60-2720-01	1.974	0	1.724	2.834	2.23	3.583	4.068	4.452	0	4.201	5.401	0
TCGA-E2-A574-01	TCGA-E2-A574-01	1.973	0.1187	2.187	3.484	2.661	3.865	4.43	4.979	0.4135	4.873	6.463	0
TCGA-J8-A4HY-01	TCGA-J8-A4HY-01	1.973	0.0944	2.15	3.191	2.255	3.484	3.771	4.03	0	3.719	4.031	0
TCGA-HT-7474-01	TCGA-HT-7474-01	1.973	0.0831	2.169	3.359	2.269	3.466	3.654	4.016	0.1267	3.73	3.78	0.0728
TCGA-F9-A7Q0-01	TCGA-F9-A7Q0-01	1.972	0.1272	2.081	3.164	2.266	3.473	3.645	3.855	0.1926	3.866	4.863	0.1644
TCGA-TT-A6YJ-01	TCGA-TT-A6YJ-01	1.972	0.0969	2.052	2.622	1.872	3.051	3.32	3.492	0.0756	3.277	3.243	0.2037
TCGA-DX-AB2Z-01	TCGA-DX-AB2Z-01	1.972	0	2.124	2.752	1.876	3.255	3.104	3.487	0.1236	3.371	2.917	0
TCGA-ZF-AA53-01	TCGA-ZF-AA53-01	1.972	0	2.097	2.675	2.022	3.52	3.552	3.812	0	3.841	4.589	0
TCGA-A6-6648-01	TCGA-A6-6648-01	1.972	0	1.908	2.53	1.425	2.396	2.74	3.062	0.1044	2.571	2.756	0
TCGA-FD-A43Y-01	TCGA-FD-A43Y-01	1.97	0.2624	1.724	3.032	2.364	3.576	3.873	3.949	0.6237	3.99	4.453	0.0615
TCGA-OR-A5JO-01	TCGA-OR-A5JO-01	1.97	0	1.805	2.671	1.936	3.306	3.81	3.889	0	4.023	4.442	0.0538
TCGA-SP-A6QG-01	TCGA-SP-A6QG-01	1.967	0.116	1.749	2.694	1.768	2.715	3.02	3.368	0	3.469	3.303	0
TCGA-F7-A61W-01	TCGA-F7-A61W-01	1.966	0.2197	1.931	2.912	1.758	2.84	3.429	3.329	1.102	3.28	3.635	0
TCGA-CD-A48A-01	TCGA-CD-A48A-01	1.965	0.3981	1.238	1.831	1.742	3.204	3.136	3.3	0.5291	2.768	3.267	0.0395
TCGA-BH-A18H-01	TCGA-BH-A18H-01	1.965	0.223	2.124	2.753	1.923	3.217	3.491	3.926	0.979	3.761	3.508	0.1498
TCGA-HT-7880-01	TCGA-HT-7880-01	1.965	0.1408	1.911	2.629	1.768	2.894	2.981	3.279	0.0562	3.153	3.009	0.0937
TCGA-EM-A2CM-01	TCGA-EM-A2CM-01	1.964	0	2.189	3.318	2.211	3.388	3.727	4.108	0.0808	3.788	4.392	0.0907
TCGA-EL-A3T6-11	TCGA-EL-A3T6-11	1.964	0	2.187	3.087	2.199	3.31	3.293	3.653	0.1174	3.382	3.522	0
TCGA-44-A47B-01	TCGA-44-A47B-01	1.964	0	2.181	3.071	2.14	3.233	3.63	4.139	0.2404	3.838	4.123	0.0951
TCGA-SA-A6C2-01	TCGA-SA-A6C2-01	1.964	0	2.084	2.814	1.889	3.14	3.368	3.478	0	2.951	3.202	0
TCGA-BQ-5877-11	TCGA-BQ-5877-11	1.964	0	1.931	2.914	1.947	2.98	3.175	3.659	0	3.283	3.052	0
TCGA-FY-A3BL-01	TCGA-FY-A3BL-01	1.963	0.1768	2.062	3.191	2.242	3.538	3.685	3.878	0	3.389	3.726	0
TCGA-69-8255-01	TCGA-69-8255-01	1.963	0.0507	1.692	2.439	2.011	2.606	2.773	3.082	0.8504	2.941	2.865	0.0223
TCGA-2Z-A9JE-01	TCGA-2Z-A9JE-01	1.963	0	2.33	2.96	2.036	3.601	3.782	3.932	0	3.826	5.334	0
TCGA-E7-A7PW-01	TCGA-E7-A7PW-01	1.963	0	1.426	2.494	1.484	2.37	3.08	3.324	0	2.931	5.081	0.0624
TCGA-KS-A4I5-01	TCGA-KS-A4I5-01	1.962	0.1049	2	3.077	2.286	3.358	3.824	3.963	0.0819	3.738	4.973	0
TCGA-CJ-5678-11	TCGA-CJ-5678-11	1.962	0	2.325	3.333	2.245	3.543	3.734	4.031	0	3.806	3.686	0.0365
TCGA-HT-A4DV-01	TCGA-HT-A4DV-01	1.962	0	2.207	3.382	2.461	3.497	3.802	4.23	0	4.124	4.379	0.0906
TCGA-DD-A73D-01	TCGA-DD-A73D-01	1.962	0	1.97	2.589	1.763	2.966	3.194	3.365	0	3.302	3.256	0
TCGA-MK-A4N9-01	TCGA-MK-A4N9-01	1.961	0	2.198	3.145	2.415	3.528	3.641	4.04	0.2943	3.879	4.558	0.0892
TCGA-D8-A143-01	TCGA-D8-A143-01	1.961	0	2.138	3.25	2.139	3.595	3.657	3.839	2.979	3.167	2.784	0
TCGA-PA-A5YG-01	TCGA-PA-A5YG-01	1.96	0.1676	1.718	2.691	2.088	3.154	3.333	3.72	0	3.236	3.325	0
TCGA-R5-A7ZF-01	TCGA-R5-A7ZF-01	1.96	0	1.468	1.903	1.036	1.662	2.006	2.643	0	2.382	2.125	0
TCGA-D3-A2JK-06	TCGA-D3-A2JK-06	1.958	0	2.677	4.238	2.978	4.024	4.508	4.989	0	4.541	5.856	0
TCGA-3A-A9IS-01	TCGA-3A-A9IS-01	1.958	0	1.956	2.649	1.725	2.538	2.898	3.212	0.3203	2.963	2.823	0.0497
TCGA-G9-6365-11	TCGA-G9-6365-11	1.957	0.4032	2.122	3.309	2.359	3.806	3.865	4.317	0.2222	4.019	4.894	0.1294
TCGA-BA-A8YP-01	TCGA-BA-A8YP-01	1.957	0.3636	1.68	2.431	1.756	2.788	3.039	3.416	0.2892	3.148	2.822	0
TCGA-CF-A27C-01	TCGA-CF-A27C-01	1.957	0.2562	2.13	2.87	2.015	3.209	3.309	3.617	0.5865	3.406	4.308	0
TCGA-22-4591-01	TCGA-22-4591-01	1.957	0.0739	2.043	2.994	2.129	3.33	2.331	2.329	0	3.256	3.123	0
TCGA-B8-4622-11	TCGA-B8-4622-11	1.957	0	2.192	3.161	2.007	3.395	3.454	3.72	0	3.548	3.673	0
TCGA-3A-A9I9-01	TCGA-3A-A9I9-01	1.957	0	1.679	2.448	1.675	2.575	2.85	3.21	0.0768	3.216	4.103	0
TCGA-DY-A0XA-01	TCGA-DY-A0XA-01	1.957	0	1.576	2.532	1.491	2.44	2.757	3.153	0.102	3.05	3.009	0
TCGA-BQ-5879-11	TCGA-BQ-5879-11	1.956	0	2.168	3.002	1.944	3.24	3.289	3.415	0.0518	3.235	2.888	0
TCGA-G9-6348-11	TCGA-G9-6348-11	1.956	0	1.923	3.034	2.046	3.386	3.675	3.877	0.0705	3.777	5.053	0
TCGA-HT-7608-01	TCGA-HT-7608-01	1.955	0.0807	2.027	3.048	2.273	3.149	3.425	3.711	0	3.568	3.448	0.0358
TCGA-EB-A41A-01	TCGA-EB-A41A-01	1.954	0.1339	2.245	3.148	2.23	3.62	3.805	4.136	0.4611	3.933	4.429	0.0891
TCGA-IB-8126-01	TCGA-IB-8126-01	1.954	0.0827	1.663	2.663	1.782	2.467	2.69	2.839	0.2967	2.823	2.901	0
TCGA-CJ-4901-01	TCGA-CJ-4901-01	1.954	0	2.757	3.871	2.677	4.126	4.35	4.764	0.7347	4.379	4.713	0.0751
TCGA-AN-A0AR-01	TCGA-AN-A0AR-01	1.953	0.1588	1.555	2.018	1.439	2.346	2.703	3.008	0.3451	2.747	2.951	0
TCGA-QR-A706-01	TCGA-QR-A706-01	1.953	0	1.864	2.551	1.915	2.944	3.319	3.712	0.3947	3.697	3.869	0
TCGA-22-5473-01	TCGA-22-5473-01	1.952	0	1.887	2.592	1.613	2.856	2.917	3.331	0.2081	3.033	2.89	0
TCGA-DD-A4NF-01	TCGA-DD-A4NF-01	1.952	0	1.869	2.867	1.875	2.89	3.08	3.527	0.0776	3.332	3.619	0
TCGA-S5-AA26-01	TCGA-S5-AA26-01	1.951	0.1532	1.135	2.175	1.488	2.377	2.786	2.619	0.7604	2.942	5.408	0.3155
TCGA-OR-A5JF-01	TCGA-OR-A5JF-01	1.951	0.0743	1.763	2.797	1.855	3.25	3.43	3.675	0.5764	3.638	4.191	0.0651
TCGA-DC-6160-01	TCGA-DC-6160-01	1.95	0.1374	1.833	2.624	1.717	3.116	3.335	3.515	0.3012	3.021	2.874	0
TCGA-AN-A0G0-01	TCGA-AN-A0G0-01	1.95	0.0719	2.073	2.878	1.932	3.089	3.246	3.517	0.056	3.195	3.142	0
TCGA-49-4514-01	TCGA-49-4514-01	1.95	0	1.93	3.325	2.377	3.725	4.204	4.547	0	4.586	6.664	0
TCGA-OL-A66O-01	TCGA-OL-A66O-01	1.949	0.0865	1.994	3.156	2.378	3.672	4.264	4.74	0	4.593	5.122	0
TCGA-3X-AAV9-01	TCGA-3X-AAV9-01	1.948	0	2.056	2.904	2.093	3.322	3.351	3.719	0.3175	3.442	3.738	0
TCGA-AB-2857-03	TCGA-AB-2857-03	1.947	0	2.011	2.832	1.98	3.37	3.132	3.326	1.017	2.968	2.298	0
TCGA-EM-A4FM-01	TCGA-EM-A4FM-01	1.947	0	1.922	2.959	2.128	3.505	3.888	4.054	0.1622	3.739	4.947	0
TCGA-70-6722-01	TCGA-70-6722-01	1.945	0.0561	2.161	2.964	2.081	3.402	3.48	3.622	0	3.542	3.278	0.0247
TCGA-60-2723-01	TCGA-60-2723-01	1.945	0	1.982	2.979	2.008	2.958	3.105	3.397	0.3726	3.22	3.022	0
TCGA-EL-A3CR-01	TCGA-EL-A3CR-01	1.944	0	2.065	2.785	1.988	3.049	3.35	3.785	0	3.42	4.756	0
TCGA-D3-A51K-06	TCGA-D3-A51K-06	1.944	0	1.857	2.886	2.138	3.371	3.201	3.596	0	4.185	6.261	0
TCGA-AD-6965-01	TCGA-AD-6965-01	1.943	0.1394	1.777	2.967	1.851	3.072	3.365	3.637	0.7716	3.247	3.205	0
TCGA-IS-A3K8-01	TCGA-IS-A3K8-01	1.943	0	1.838	3.401	2.634	4.058	4.218	4.62	0.0818	4.347	6.343	0.0919
TCGA-DD-A1EC-01	TCGA-DD-A1EC-01	1.942	0.0789	2.109	2.964	1.894	3.322	3.422	3.688	0.284	3.46	3.484	0
TCGA-24-1413-01	TCGA-24-1413-01	1.941	0.5518	1.983	2.952	1.888	3.073	2.947	3.152	0.5069	3.07	2.724	0.0481
TCGA-G9-6333-01	TCGA-G9-6333-01	1.94	0	1.949	3.073	2.298	3.687	3.801	4.18	0.1359	4.025	4.67	0
TCGA-N8-A56S-01	TCGA-N8-A56S-01	1.939	0.1986	1.383	2.267	1.56	2.596	2.649	2.688	0.6522	2.872	2.851	0
TCGA-CJ-4900-01	TCGA-CJ-4900-01	1.939	0.0727	1.797	2.51	1.817	3.12	3.29	3.654	0.4858	3.517	4.019	0.0945
TCGA-GM-A2DD-01	TCGA-GM-A2DD-01	1.939	0	2.258	3.136	2.202	3.616	4.066	4.401	0.5986	4.33	5.767	0.09
TCGA-BH-A0DS-01	TCGA-BH-A0DS-01	1.939	0	2.222	3.055	2.109	4.137	4.321	4.55	0	4.293	4.713	0
TCGA-BH-A0HB-01	TCGA-BH-A0HB-01	1.939	0	2.127	3.487	2.569	3.858	3.967	4.449	0.0855	4.113	4.836	0.0488
TCGA-CD-A4MH-01	TCGA-CD-A4MH-01	1.938	0.6931	1.976	2.935	1.964	3.159	3.069	3.328	0.9197	3.137	3.662	0.1
TCGA-K6-A3WQ-01	TCGA-K6-A3WQ-01	1.938	0	1.959	3.02	2.122	3.313	3.643	4.015	0.4082	3.921	5.68	0
TCGA-HD-A633-01	TCGA-HD-A633-01	1.938	0	1.821	2.645	1.734	2.797	3.205	3.336	0.1915	3.082	3.298	0
TCGA-EB-A431-01	TCGA-EB-A431-01	1.938	0	1.743	2.644	1.556	2.664	2.978	2.901	0	2.36	2.52	0
TCGA-J7-6720-01	TCGA-J7-6720-01	1.937	0.2761	2.175	3.246	2.164	3.494	3.729	3.971	0.4078	3.605	5.105	0.0859
TCGA-BC-A3KG-01	TCGA-BC-A3KG-01	1.937	0.0866	1.855	2.809	1.944	2.893	3.093	3.524	0.253	3.428	3.978	0
TCGA-JY-A6FA-01	TCGA-JY-A6FA-01	1.936	0.2693	1.635	2.57	1.568	2.699	2.678	3.114	0.869	3.02	1.976	0.0256
TCGA-55-8302-01	TCGA-55-8302-01	1.936	0	1.901	2.576	1.602	2.655	2.849	3.128	0.1001	2.91	3.432	0
TCGA-HU-A4H2-01	TCGA-HU-A4H2-01	1.935	0.2796	1.702	2.48	1.518	2.816	2.757	3.017	0.7805	2.728	2.479	0.0871
TCGA-JY-A93F-01	TCGA-JY-A93F-01	1.935	0.0793	2.201	3.217	2.497	3.973	3.837	4.009	0.433	3.779	3.77	0
TCGA-EK-A2RM-01	TCGA-EK-A2RM-01	1.935	0	1.852	2.717	1.946	3.304	3.645	3.885	0.1489	3.711	5.03	0.0435
TCGA-DY-A1DE-01	TCGA-DY-A1DE-01	1.934	0	1.878	2.684	1.973	3.01	3.053	3.336	0.1898	3.477	3.862	0
TCGA-DQ-5630-01	TCGA-DQ-5630-01	1.934	0	1.745	2.837	1.922	3.274	3.149	2.984	0.1427	3.202	3.437	0
TCGA-CJ-4876-01	TCGA-CJ-4876-01	1.933	0.2752	1.814	2.818	1.645	3.015	3.292	3.515	0.1486	3.185	4.777	0.1665
TCGA-EM-A4FH-01	TCGA-EM-A4FH-01	1.933	0	1.991	2.972	2.142	3.098	3.355	3.614	0.2198	3.597	4.364	0
TCGA-F2-A8YN-01	TCGA-F2-A8YN-01	1.933	0	1.738	2.384	1.642	2.537	3.102	3.323	0.3339	3.092	3.022	0
TCGA-75-6211-01	TCGA-75-6211-01	1.933	0	1.725	2.257	1.39	2.886	2.674	3.063	0.3286	2.96	2.626	0
TCGA-BP-4763-01	TCGA-BP-4763-01	1.932	0	3.223	3.677	2.197	4.382	4.104	4.267	0.074	4.112	3.738	0
TCGA-CV-7438-01	TCGA-CV-7438-01	1.931	0.1811	1.926	2.745	1.651	2.921	3.255	3.56	0.3904	3.405	3.094	0.0415
TCGA-ER-A2NB-01	TCGA-ER-A2NB-01	1.931	0	2.071	3.093	2.473	3.159	3.313	3.815	0	3.703	4.551	0
TCGA-KL-8329-01	TCGA-KL-8329-01	1.931	0	2.068	2.859	1.824	2.71	2.954	3.197	0.2083	2.882	2.949	0
TCGA-50-6591-01	TCGA-50-6591-01	1.931	0	1.89	2.612	1.658	3.024	3.168	3.273	0.3212	3.059	2.981	0
TCGA-P3-A6SX-01	TCGA-P3-A6SX-01	1.931	0	1.168	1.646	0.8995	1.581	1.885	2.386	0.4609	2.228	2.299	0
TCGA-N9-A4Q4-01	TCGA-N9-A4Q4-01	1.93	0	1.94	3.041	2.049	3.48	3.847	4.125	0	4.003	5.025	0
TCGA-A2-A04V-01	TCGA-A2-A04V-01	1.929	0.6488	2.38	3.201	2.358	3.813	3.951	4.357	0.3153	4.255	5.306	0.1507
TCGA-55-1594-01	TCGA-55-1594-01	1.929	0.1858	1.83	2.633	1.663	2.722	2.977	3.145	0.2137	2.839	2.753	0
TCGA-KN-8418-01	TCGA-KN-8418-01	1.929	0.0745	2.129	2.864	1.745	3.176	3.299	3.583	0.058	3.203	3.198	0.0652
TCGA-44-2668-01	TCGA-44-2668-01	1.929	0.0631	1.801	2.554	1.735	2.873	3.041	3.262	0.0491	3.079	2.878	0
TCGA-CN-A63T-01	TCGA-CN-A63T-01	1.928	0.1018	1.954	2.849	1.964	3.287	3.474	3.723	0.2262	3.512	4.284	0
TCGA-EM-A22M-01	TCGA-EM-A22M-01	1.928	0.0779	1.978	2.982	2.11	3.127	3.376	3.543	0.2287	3.666	4.01	0
TCGA-66-2792-01	TCGA-66-2792-01	1.927	0.1589	1.813	2.776	1.797	3.172	3.107	3.274	0.2392	2.929	2.924	0.0715
TCGA-F7-A50G-01	TCGA-F7-A50G-01	1.927	0.0986	1.919	2.691	1.728	2.992	3.105	3.399	1.432	3.002	2.975	0
TCGA-GV-A3JZ-01	TCGA-GV-A3JZ-01	1.926	0.3451	1.757	2.548	1.421	2.42	3.02	3.293	1.226	3.221	3.102	0
TCGA-LL-A5YN-01	TCGA-LL-A5YN-01	1.926	0.2229	2.087	3.327	2.43	4.136	4.342	4.551	0.1755	4.505	5.744	0
TCGA-CQ-5333-01	TCGA-CQ-5333-01	1.925	0	1.667	3.175	2.241	3.459	3.931	4.273	0	4.337	5.426	0.0615
TCGA-68-7756-01	TCGA-68-7756-01	1.924	0.0694	1.802	2.608	1.802	3.036	3.079	3.34	1.614	3.331	3.289	0.0307
TCGA-US-A77E-01	TCGA-US-A77E-01	1.924	0	1.756	2.48	1.652	2.76	2.829	3.228	0	3.175	3.46	0
TCGA-4V-A9QX-01	TCGA-4V-A9QX-01	1.923	0.5439	1.669	2.579	2.094	3.528	3.861	4.284	0.1392	4.205	6.325	0.0406
TCGA-IQ-A61G-01	TCGA-IQ-A61G-01	1.923	0.1958	1.735	2.596	1.983	3.668	3.836	4.202	0.293	4.153	5.219	0.0451
TCGA-FY-A3R9-01	TCGA-FY-A3R9-01	1.922	0	1.986	2.714	1.891	3.174	3.009	3.136	0.229	3.106	3.342	0
TCGA-F2-A44G-01	TCGA-F2-A44G-01	1.922	0	1.78	2.8	1.931	3.163	3.258	3.652	0.1007	3.155	3.761	0
TCGA-VW-A8FI-01	TCGA-VW-A8FI-01	1.921	0.1368	1.828	2.415	1.467	2.592	3.045	3.437	0.2998	3.454	5.185	0.2309
TCGA-DJ-A13L-01	TCGA-DJ-A13L-01	1.921	0.0764	2.066	3.133	2.224	3.714	3.874	4.221	0.1167	3.993	4.492	0.0339
TCGA-E2-A1B4-01	TCGA-E2-A1B4-01	1.921	0	2.296	3.391	2.415	4.12	4.348	4.645	0	4.659	5.532	0
TCGA-BC-A10T-01	TCGA-BC-A10T-01	1.921	0	2.221	2.766	1.726	3.372	3.401	3.7	0	3.344	3.294	0
TCGA-CU-A3YL-01	TCGA-CU-A3YL-01	1.92	0.6425	2.222	3.229	2.252	3.477	4.006	4.494	0.995	4.287	5.714	0.2325
TCGA-ZF-A9RD-01	TCGA-ZF-A9RD-01	1.92	0	2.031	2.87	2.071	3.775	4.026	4.298	0.2966	3.964	4.437	0
TCGA-E7-A541-01	TCGA-E7-A541-01	1.919	0.242	1.757	3.038	2.379	3.493	3.901	4.152	0	3.896	4.546	0
TCGA-56-7580-01	TCGA-56-7580-01	1.919	0.239	1.824	2.645	1.704	2.878	3.39	3.628	0.7233	3.467	3.675	0.0373
TCGA-29-1696-01	TCGA-29-1696-01	1.919	0	2.213	2.825	1.554	2.686	2.423	2.961	0.566	2.775	2.285	0
TCGA-CE-A3MD-01	TCGA-CE-A3MD-01	1.918	0.4225	2.129	2.908	1.961	3.356	3.669	3.927	0.1446	3.684	4.754	0
TCGA-G2-A2EO-01	TCGA-G2-A2EO-01	1.918	0.1091	1.815	2.637	1.865	3.161	3.598	3.948	0.1657	3.899	5.176	0
TCGA-BP-4353-01	TCGA-BP-4353-01	1.918	0	3.196	4.065	2.79	4.444	4.375	4.519	0.4471	3.784	4	0
TCGA-BJ-A2N9-01	TCGA-BJ-A2N9-01	1.918	0	2.019	2.988	1.949	3.373	3.765	4.092	0.0601	3.84	4.075	0
TCGA-P6-A5OG-01	TCGA-P6-A5OG-01	1.918	0	1.75	2.686	1.896	3.166	3.58	4.017	0.0812	3.787	4.312	0.1769
TCGA-D3-A51N-06	TCGA-D3-A51N-06	1.917	0.1234	1.718	2.556	1.916	3.24	3.579	3.935	0	3.656	4.328	0
TCGA-AK-3456-01	TCGA-AK-3456-01	1.917	0.1091	2.368	3.358	2.229	3.723	3.8	3.797	0.1656	3.343	3.411	0
TCGA-DX-A48R-01	TCGA-DX-A48R-01	1.917	0	0.1309	0.341	0.2565	0.2727	0.5035	0.762	0	0.5668	2.275	2.037
TCGA-HT-7694-01	TCGA-HT-7694-01	1.916	0.0839	2.13	2.599	1.762	2.818	2.979	3.183	0.0654	2.864	3.175	0.0735
TCGA-QR-A6GY-01	TCGA-QR-A6GY-01	1.916	0	1.99	2.651	1.809	2.476	2.737	2.927	0	2.809	3.065	0
TCGA-E8-A2EA-01	TCGA-E8-A2EA-01	1.916	0	1.946	2.907	2.076	3.67	4.014	4.374	0	4.211	4.898	0
TCGA-DJ-A13O-01	TCGA-DJ-A13O-01	1.916	0	1.803	2.795	2.015	3.399	3.524	4.117	0.1137	3.846	4.766	0
TCGA-IZ-A6M8-01	TCGA-IZ-A6M8-01	1.916	0	1.795	2.433	1.66	3.03	3.607	3.942	0	3.995	4.894	0
TCGA-AY-A54L-01	TCGA-AY-A54L-01	1.915	0.2036	1.933	2.816	2.066	3.344	3.5	3.68	0.911	3.37	3.73	0.0469
TCGA-60-2706-01	TCGA-60-2706-01	1.915	0.0861	1.92	2.883	1.969	3.065	3.093	3.558	0.308	3.26	2.844	0.0382
TCGA-F5-6864-01	TCGA-F5-6864-01	1.915	0	2.018	2.74	1.651	2.879	3.118	3.371	0.5731	3.401	3.349	0
TCGA-QK-A6VC-01	TCGA-QK-A6VC-01	1.914	0	1.659	2.419	1.651	2.721	2.687	2.983	0.542	2.918	3.046	0
TCGA-CV-7411-01	TCGA-CV-7411-01	1.912	0	2.032	3.054	2.079	3.082	3.254	3.374	0.2071	3.195	3.394	0
TCGA-E2-A14X-01	TCGA-E2-A14X-01	1.91	0.1001	2.115	2.873	1.983	3.181	3.237	3.548	0.1879	3.355	3.3	0.0224
TCGA-N5-A4RV-01	TCGA-N5-A4RV-01	1.909	0	2.008	3.092	2.458	3.792	4.04	4.557	0	4.558	5.694	0
TCGA-XF-A9SX-01	TCGA-XF-A9SX-01	1.909	0	1.992	2.958	1.914	3.312	3.841	4.185	0.1305	3.884	5.309	0
TCGA-59-2355-01	TCGA-59-2355-01	1.908	0.2971	2.037	3.061	2.068	3.282	3.237	3.728	2.38	3.518	3.176	0
TCGA-B0-4839-01	TCGA-B0-4839-01	1.908	0	2.119	2.641	2.073	3.108	3.459	4.012	0.0694	3.78	4.721	0
TCGA-ZF-AA5H-01	TCGA-ZF-AA5H-01	1.908	0	2.02	2.682	1.868	2.846	3.063	3.621	0.6242	3.403	3.575	0
TCGA-D3-A5GT-01	TCGA-D3-A5GT-01	1.908	0	1.859	2.434	1.839	2.856	3.137	3.193	0.3638	3.19	5.279	0
TCGA-G3-A5SL-01	TCGA-G3-A5SL-01	1.908	0	1.806	2.602	1.65	2.904	2.937	3.353	0.1287	3.084	3.417	0
TCGA-AJ-A3BD-01	TCGA-AJ-A3BD-01	1.908	0	1.718	3.181	2.364	4.013	4.375	4.528	0	4.352	6.224	0
TCGA-KC-A7F5-01	TCGA-KC-A7F5-01	1.907	0	1.878	2.772	1.934	3.292	3.729	4.008	0.2933	3.846	5.272	0
TCGA-B0-4834-01	TCGA-B0-4834-01	1.906	0	2.165	3.156	2.076	3.52	3.445	3.676	0.1318	3.527	3.274	0
